RecipeID,recipies,RequiredTime,Ingredients,Description
72,Dashmi Roti ( Sweet ),20,"1 cup whole wheat flour (gehun ka atta)
1/4 cup grated jaggery (gur)
1 tbsp oil
1 tbsp milk
salt to taste
whole wheat flour (gehun ka atta) for rolling
ghee for cooking","When a dash of jaggery is added to whole wheat flour dough, you get this mouth-watering Dashmi Roti (Sweet)! This ever-popular Maharashtrian roti is just mildly sweet, so you can have enough of it to make a complete meal with lemon pickle and black chana usal. As the dough is bound together by the jaggery, a bit of oil, milk and water, this roti stays good for three days, and you can safely carry it along when travelling. Make sure you use good quality of ghee when cooking these rotis to get the authentic flavour and texture."
73,Date and Sesame Puranpoli,25,"For The Dough
1 cup whole wheat flour (gehun ka atta)
4 tbsp milk

To Be Mixed Into A Filling
3/4 cup deseeded and finely chopped dates (khajur)
2 tbsp roasted and coarsely powdered sesame seeds (til)
1/4 cup brown sugar
2 tbsp milk

Other Ingredients
whole wheat flour (gehun ka atta) for rolling
1 tsp melted ghee for smearing","Sweet, delicious and nutritious too � that�s a rare combination, isn�t it? Well, it all features in the Date and Sesame Puranpoli, a traditional treat loaded with the goodness of iron from dates and sesame seeds. It wins over hearts with its nutty taste and rich aroma of til, and is so satiating that it is a meal in itself. This highly nutritious sweet is grandma�s secret prescription for sudden hunger pangs attacking pregnant women!"
74,"Dhapate, Authentic Maharashtrian Thalipeeth",50,"For Making The Dhapate
1 cup jowar (white millet) flour
1/2 cup whole wheat flour (gehun ka atta)
1/2 cup besan (bengal gram flour)
1/2 cup finely chopped onions
1 tsp carom seeds (ajwain)
1 tsp sesame seeds (til)
2 tsp finely chopped green chillies
2 tsp finely chopped garlic (lehsun)
1 tsp chilli powder
1 tsp turmeric powder (haldi)
3 tbsp finely chopped coriander (dhania)
1/2 cup curds
salt to taste
4 tsp oil for brushing
8 tsp oil for cooking","A a sure-shot winner, Dhapate is also known as the Maharashtrian Thalipeeth. It has been made with love and care in Maharashtrian homes since several generations, and is a dish that instantly connects a person with memories of home, childhood, mom�s cooking and such sentiments.

This wholesome dish is made with three different flours � jowar, whole wheat and besan. It is excitingly flavoured with lots of onion, garlic and coriander, which not only give an irresistible flavour and aroma but a lovely mouth-feel too.

You can go a step further and improvise it to your taste, by adding flavourers like mint, cumin seeds, or any other spices and seeds of your choice. We have added a little curd to give a tempting sourness to the dish, but you can avoid it if you do not want to.

Likewise, you can also make a paste of garlic and green chillies if you do not want to add them chopped. Sometimes, chopped green chillies can be irksome especially if kids will also be having the thalipeeth.

By the way, in case you are wondering why the dish is called Dhapate (which means slap or pat), your doubts will be dispelled once you read the procedure. This pancake is shaped by patting the dough with the hand. Earlier, they used to pat it directly on the hot tava with wet hands, but to make it easier we have shown you how to pat it on a plastic sheet and then transfer to the tava. This is much easier.

Enjoy this authentic Maharashtrian Thalipeeth hot and fresh to relish its satiating taste and texture. It is homely and satisfying, guaranteed to please both young and old.

Serve Dhapate with accompaniments like Green Chilli Thecha or Red Chilli Thecha, Onion Tomato Koshimbir, Tendli ka Achaar and Whit Butter.

Enjoy how to make Dhapate recipe with detailed step by step photos."
75,"Dhapate, Maharashtrian Masala Flat Bread",35,"ingredients
2 cups jowar (white millet) flour
1/4 cup besan (bengal gram flour)
1/2 tsp red chilli powder
1 tsp roasted cumin and coriander (dhania) powder
oil as required
salt to taste
lukewarm water to knead the dough","This Maharashtrian Masala Flat Bread is easy to make and uses minimal ingredients. It is a homely and easy to make recipe. The spices make this roti even more flavourful than the normal jowar roti. It tastes best when eaten with flax seeds chutney, curd, pickle, etc."
76,Dill Leaves with Moong Dal,25,"3 cups chopped dill leaves
3 tbsp boiled yellow moong dal (split yellow gram)
1 tsp chilli powder
1/4 tsp turmeric powder (haldi)
1/2 tsp coriander (dhania) powder
salt to taste
1 tbsp oil
1/4 tsp mustard seeds ( rai / sarson)
a few curry leaves (kadi patta)",This is a healthy and tasty curry. Must try recipe.
77,Dodkyacha Bhaat,2,"1 1/2 cups peeled and thickly grated ridge gourd (turai)
1 cup rice (chawal)
5 tsp oil
1/2 tsp mustard seeds ( rai / sarson)
1/2 tsp cumin seeds (jeera)
1/4 tsp asafoetida (hing)
1 tbsp chopped green chillies
2 1/2 tsp grated ginger (adrak)
1 tsp coriander-cumin seeds (dhania-jeera) powder
1/2 tsp sugar
salt to taste
1/4 cup curds (dahi)

For The Garnish
2 tbsp grated coconut
1 tbsp chopped coriander (dhania)","Dodkyacha Bhaat is neither a khichdi nor a pulao, but it has a very homely and satiating flavour!

A Maharashtrian preparation of rice and ridge gourd perked up with common spices and pastes, Dodkyacha Bhaat is very easy to prepare and very tasty too.

Saut�ing the rice gives a good aroma and also prevents it from clumping up. It is important to add the ingredients at the right time, in the right order, so that the flavours are absorbed well into the rice and vegetables.

When you feel a little indulgent, add a dollop of ghee to the hot rice just before having it.

Also do try other Maharashtrian rice recipes like Vangi Bhath and Tendli Bhaat ."
78,Drumstick Leaf Upkari,23,"4 cups drumstick leaves (saragva bhaji)
1 tsp oil
1/2 tsp mustard seeds ( rai / sarson)
2 broken whole dry kashmiri red chillies
a pinch of asafoetida (hing)
1 cup finely chopped onions
1 tsp crushed garlic (lehsun)
salt to taste
3 tbsp boiled moong (whole green gram) dal
2 finely chopped green chillies
1/4 tsp turmeric powder (haldi)
1 tbsp freshly grated coconut",Drumstick leaves are believed to be a miraculous remedy for eye problems. Eating them regularly keeps all eye diseases at bay! they are prescribed for people with poor vision ( caused due to vitamin deficiency) and for blood pressure etc. Its nature's miracle cure for many diseases.
79,Dry Coconut With Jaggery Modak,25,"2 cups whole wheat flour (gehun ka atta)

For Filling
1 cup grated coconut
3/4 cup grated jaggery (gur)
1 tsp cardamom (elaichi) powder

Other Ingredients
oil for deep frying",It is a sweet that maharashtrian's make on ganesh chaturti. We generally make 21 modaks for navidya.
80,Dry Fruit Gola ( Mumbai Roadside Recipes ),30,"(makes Approx. 2 Cups)
3 cups milk
1/2 cup sugar
3/4 cup grated mava (khoya)

Other Ingredients
8 cups ice cubes
6 tbsp pineapple syrup (readily available in the market)
4 tbsp rose syrup (readily available in the market)
4 tbsp mixed fruit syrup (readily available in the market)
4 tbsp kala khatta syrup (readily available in the market)
4 tbsp kacchi kairi syrup (readily available in the market)
6 tbsp chopped mixed nuts (cashewnuts , raisins , pistachio etc.)
6 tbsp grated mava (khoya)","Dry fruit gola, tu hi tu, tu hi tu, satrangi re� look out for the seven colours of the rainbow on your favourite gola! golas, made from crushed ice laced with sherbets of different flavours, are a relief from the scorching heat. Crushing machines keep churning out the ice, to be merged with various fruit flavours like kala khatta, rose, mango� name it and they have it! don�t forget to have the malai gola made with condensed milk or the very interesting cadbury gola."
81,Dry Fruit Milkshake,40,"For Dry Fruit Milkshake
1/4 cup deseeded dates (khajur)
2 tbsp cashew nuts (kaju)
1/4 cup peeled almonds (badam)
1/4 cup walnuts (akhrot)
5 to 6 dried figs (anjeer)
2 tbsp powdered sugar
2 cups chilled milk

For The Garnish
5 tsp chopped mixed nuts","dry fruits milkshake recipe | Indian dry fruit milkshake | dry fruits nuts milkshake | with 17 amazing images.

dry fruit smoothie is a wonderful way to enjoy dry fruits, this milkshake is packed with vigour and punch. Learn how to make dry fruits milkshake.

In dry fruits milkshake a grand assortment of nuts and dried fruits is blanched in hot water and then blended, in order to get a smooth and luscious consistency.

Combined with the rich and comforting taste of milk, the blended dry fruits give rise to a memorable Indian dry fruit milkshake which is boosted further by a crunchy garnish of mixed nuts. This dry fruits nuts milkshake is indeed a protein rich fare. Try and add less sugar if possible to make it healthier.

To make dry fruits milkshake, combine the dates, cashew nuts, almonds, walnuts and figs in enough hot water in a deep bowl, cover it with a lid and keep aside to soak for 30 minutes. Strain it using a strainer and discard the water. Combine the soaked mixed nuts, � cup of milk and sugar and blend it in a mixer till smooth. Add remaining milk and blend till smooth again. Garnish dry fruits nuts milkshake with mixed nuts and serve.

You can feel the rich, sweet, comforting taste of this dry fruits milkshake through your senses and revitalize your body.

Do try other milkshakes like Nutella Ferrero Rocher Milkshake or Banana Yoghurt Milkshake .

Tips for dry fruit milkshake. 1. Use powdered sugar so it blends well with the dry fruits and milk. 2. Soaking is a must to ensure uniform blending.

Enjoy dry fruit milkshake recipe | dry fruits milkshake | dry fruits nuts milkshake | dry fruit smoothie | with video given below."
82,Dry Fruit Stuffed Dates,5,"For Dry Fruit Stuffed Dates
22 seedless dates (khajur)

To Be Mixed Into A Stuffing For Dry Fruit Stuffed Dates
1/4 cup finely chopped mixed nuts
1/2 cup grated low fat mawa (khoya)
2 tbsp powdered sugar
1/4 tsp cardamom (elaichi) powder
a pinch of saffron (kesar) strands","An easy but tantalising mithai that will be welcomed by all your guests for its innovative presentation and fabulous taste!

To make this Dry Fruit Stuffed Dates, you need really good quality dates that are a little large in size, so they can be stuffed with a lovely mixture of nuts and mava sweetened with sugar and laced with spices.

Each and every person is sure to love this sweet, with its aesthetic flavour and nutty crunch.

Dry Fruit Stuffed Dates is a perfect homemade mithai to serve for special occasions and make them memorable.

Love dry fruits?, then click here for recipes using dry fruits to make a sweet or dessert out of them.

Enjoy how to make Dry Fruit Stuffed Dates recipe with detailed step by step photos."
83,Dry Garlic Chutney,11,"For Dry Garlic Chutney
1/4 cup roughly chopped garlic (lehsun)
2 tsp coconut oil or oil
1/4 cup grated dry coconut (kopra)
1/4 cup chilli powder
salt to taste","dry garlic chutney recipe | sukha lehsun chutney | vada pav chutney | Maharashtrian style dry garlic chutney | with 17 amazing images.

dry garlic chutney recipe is a Maharashtrian style dry garlic chutney which is also known as sukha lehsun chutney. Ingredients for this Maharashtrian dry garlic chutney are easily available and consists of garlic, coconut oil, coconut and chilli powder.

Dry garlic chutney is a famous condiment from Maharashtra, it is also known as Lahsun khobra chutney. It is a 4 ingredient recipe and is prepared in a jiffy! Usually this chutney is sprinkled between vada pav, but people also enjoy have it along pakoras and samosa.

A powerful combination of pungent garlic and nutty dried coconut, perked up with a generous dose of chilli powder, the dry garlic chutney is a flavourful albeit strong value-add to many snacks and chaats. One cannot imagine Vada Pav without sukha lehsun chutney. For a change, you could try sprinkling some dry garlic chutney on an open sandwich too or use on pakoras and samosa.

Dry garlic chutney is the magic ingredient that makes the Mumbai vada pav even special and tastier. I also prefer having it along my meal. This chutney is super hot and tasty! I would advice you to have only a little at a time. I had about a tablespoon of this chutney and my mouth was on fire!

One very popular Maharashtrian combination is Maharashtrian bhakri with sukha lehsun chutney.

Also do try other variations of garlic chutney like Fresh Coconut Garlic Chutney, Green Garlic Chutney, Coriander Green Garlic Chutney, Chilli Garlic Chutney, Garlic- Flaxseed Chutney, Carrot Garlic Chutney and Garlic Tomato Chutney.

Enjoy dry garlic chutney recipe | sukha lehsun chutney | vada pav chutney | Maharashtrian style dry garlic chutney | with detailed step by step photos and video below."
